sequence_id	protein_count	time	method
165186.SAMEA3545226	2845	57.6	pyhmmer
165186.SAMEA3545267	2203	44.8	pyhmmer
165186.SAMEA3545354	2957	61.11	pyhmmer
165186.SAMEA3545392	2739	54.77	pyhmmer
165186.SAMEA3545397	2574	50.35	pyhmmer
165186.SAMEA3545401	2841	56.12	pyhmmer
165188.SAMEA3545320	2347	47.11	pyhmmer
1652495.SAMN04990137	2664	52.74	pyhmmer
1653334.SAMN05428994	3646	72.86	pyhmmer
1653435.SAMN05727926	3202	63.41	pyhmmer
1653476.SAMD00039083	1774	37.03	pyhmmer
1653478.SAMN04519624	3917	78.73	pyhmmer
1653480.SAMEA3392348	7284	144.38	pyhmmer
1654360.SAMN02729099	3972	79.52	pyhmmer
1654716.SAMN03890369	8776	175.9	pyhmmer
1655308.SAMN03614202	1231	26.3	pyhmmer
1655310.SAMN03614204	958	20.76	pyhmmer
1655312.SAMN03614206	944	20.46	pyhmmer
1655433.SAMN03435122	4135	82.26	pyhmmer
1655503.SAMN03699769	1788	36.31	pyhmmer
1655586.SAMN03741971	1620	33.34	pyhmmer
1655592.SAMN03741977	1662	34.39	pyhmmer
1655596.SAMN03741981	1495	31.29	pyhmmer
1655612.SAMN03742003	1364	28.39	pyhmmer
1655625.SAMN03742016	2253	46.3	pyhmmer
1655638.SAMN03659008	2294	46.13	pyhmmer
1655.SAMN05898713	2604	52.89	pyhmmer
1656094.SAMN05511237	4136	84.1	pyhmmer
1656909.SAMN03702588	2907	57.46	pyhmmer
1657.SAMN03783261	1611	33.74	pyhmmer
1658008.SAMEA3432782	3540	71.93	pyhmmer
1658009.SAMEA3432783	3683	73.76	pyhmmer
1658108.SAMEA3501706	4178	85.16	pyhmmer
1658109.SAMEA3442603	3552	70.29	pyhmmer
1658111.SAMEA3502534	3262	65.87	pyhmmer
1658518.SAMEA17758168	4606	90.79	pyhmmer
1658665.SAMN03704891	4589	91.98	pyhmmer
1658671.SAMN03704031	2844	57.56	pyhmmer
1658672.SAMN03704033	2284	46.15	pyhmmer
1658765.SAMN03731189	4152	83.61	pyhmmer
1658779.SAMD00051851	2400	48.79	pyhmmer
1659194.SAMN03701341	5856	115.95	pyhmmer
1659195.SAMN03737323	927	19.51	pyhmmer
1659197.SAMN03737325	549	12.66	pyhmmer
1659198.SAMN03737326	852	18.67	pyhmmer
1659199.SAMN03737327	604	13.69	pyhmmer
1659200.SAMN03737328	685	15.27	pyhmmer
1659201.SAMN03737329	776	16.95	pyhmmer
1659202.SAMN03737330	873	18.91	pyhmmer
1660064.SAMN03737976	1511	31.4	pyhmmer
1660067.SAMN03737982	1702	34.58	pyhmmer
1660073.SAMN03737993	1584	32.82	pyhmmer
1660074.SAMN03737996	1693	34.55	pyhmmer
1660087.SAMN03652431	2565	51.75	pyhmmer
1660088.SAMN03652433	4198	82.61	pyhmmer
1660089.SAMN03652434	2582	51.07	pyhmmer
1660094.SAMN03652496	1566	32.67	pyhmmer
1660095.SAMN03652438	3297	65.84	pyhmmer
1660099.SAMN03652442	2525	50.63	pyhmmer
1660104.SAMN03652449	3444	70.19	pyhmmer
1660128.SAMN03652472	2493	50.62	pyhmmer
1660129.SAMN03652473	4522	90.49	pyhmmer
1660132.SAMN03652511	6466	130.97	pyhmmer
1660138.SAMN03652479	3480	70.29	pyhmmer
1660141.SAMN03652482	2952	59.72	pyhmmer
1660144.SAMN03652517	2935	58.39	pyhmmer
1660154.SAMN03652468	3126	62.97	pyhmmer
1660160.SAMN03652429	3785	74.94	pyhmmer
1660161.SAMN03652497	4093	82.15	pyhmmer
1660162.SAMN03652439	3911	79.27	pyhmmer
1660163.SAMN03652445	3806	75.04	pyhmmer
1660251.SAMN03738170	4113	84.32	pyhmmer
1660.SAMN04166493	1925	39.92	pyhmmer
1661046.SAMD00031666	5696	113.94	pyhmmer
1661583.SAMN03743790	2585	51.88	pyhmmer
1661699.SAMN03733504	1544	32.21	pyhmmer
1661702.SAMN03733534	1878	38.88	pyhmmer
1661711.SAMN03733542	1302	26.7	pyhmmer
1661713.SAMN03733545	1503	30.47	pyhmmer
1661714.SAMN03733546	825	17.91	pyhmmer
1661745.SAMN03753644	1845	37.2	pyhmmer
1661.SAMN02689492	1984	40.55	pyhmmer
1661.SAMN03197521	1656	35.26	pyhmmer
1662109.SAMN03743976	671	15.4	pyhmmer
1662110.SAMN03743949	1817	37.23	pyhmmer
1662188.SAMN03742159	3275	63.99	pyhmmer
1662190.SAMN03736791	1780	37.84	pyhmmer
1662223.SAMN03653682	2106	43.33	pyhmmer
1662285.SAMN03754658	2791	55.65	pyhmmer
1662421.SAMN04432128	4282	86.36	pyhmmer
166314.SAMN02436260	2644	54.03	pyhmmer
166318.SAMN02261394	2992	59.14	pyhmmer
1663591.SAMEA3682505	4766	94.62	pyhmmer
1663685.SAMN03761836	4055	81.63	pyhmmer
1664068.SAMN03837832	4027	81.07	pyhmmer
1664069.SAMEA4348063	4738	92.72	pyhmmer
1664275.SAMN03764574	910	21.2	pyhmmer
1664319.SAMN03764910	4265	83.14	pyhmmer
166486.SAMEA3545423	3892	79.91	pyhmmer
1665555.SAMN03763493	2905	58.18	pyhmmer
1666905.SAMN03785507	4158	84.48	pyhmmer
1666906.SAMN04488143	3777	75.79	pyhmmer
1666909.SAMN03785493	2707	55.39	pyhmmer
1666911.SAMN03785498	4863	98.87	pyhmmer
1666912.SAMN04386380	3197	64.72	pyhmmer
1666913.SAMN03785496	3684	74.15	pyhmmer
1666914.SAMN03785505	3304	66.35	pyhmmer
1666916.SAMN03785499	3603	72.12	pyhmmer
1666917.SAMN03785509	3678	73.21	pyhmmer
1667357.SAMN03571283	3501	71.2	pyhmmer
1670446.SAMN03770836	2805	56.64	pyhmmer
1670619.SAMN03768409	4884	98.18	pyhmmer
1670800.SAMN06054042	4900	96.61	pyhmmer
1671624.SAMN03778950	1826	37.2	pyhmmer
1671628.SAMN03778953	2400	47.71	pyhmmer
1671629.SAMN03777425	2397	48.41	pyhmmer
1671630.SAMN03779013	2036	40.74	pyhmmer
1671631.SAMN03778948	2194	43.22	pyhmmer
1671635.SAMN03779021	2796	55.52	pyhmmer
1671636.SAMN03777429	2054	41.91	pyhmmer
1671637.SAMN03777427	1571	32.88	pyhmmer
1671639.SAMN03777414	1790	36.62	pyhmmer
1671640.SAMN03778954	1763	36.04	pyhmmer
1671641.SAMN03777436	2040	41.24	pyhmmer
1671642.SAMN03779014	1795	37.12	pyhmmer
1671643.SAMN03778951	1997	39.97	pyhmmer
1671644.SAMN03779019	1958	40.05	pyhmmer
1671645.SAMN03776770	2707	54.31	pyhmmer
1671648.SAMN03779020	1858	37.77	pyhmmer
1671649.SAMN03778992	1205	25.08	pyhmmer
1671650.SAMN03778991	1409	29.78	pyhmmer
1671651.SAMN03779022	1359	28.08	pyhmmer
1671652.SAMN03777428	1650	34.05	pyhmmer
1671653.SAMN03777438	2516	50.14	pyhmmer
1671654.SAMN03777541	2210	44.98	pyhmmer
1671655.SAMN03776849	2534	50.51	pyhmmer
1671656.SAMN03776843	1279	27.89	pyhmmer
1671657.SAMN03776771	1625	33.62	pyhmmer
1671659.SAMN03779018	1850	36.95	pyhmmer
1671660.SAMN03777437	1775	36.81	pyhmmer
1671661.SAMN03777430	2203	44.66	pyhmmer
1671662.SAMN03776769	2576	52.01	pyhmmer
1671663.SAMN03779017	2020	40.39	pyhmmer
1671664.SAMN03779016	1543	32.69	pyhmmer
1671665.SAMN03779008	1727	35.09	pyhmmer
1671875.SAMN03777284	2719	53.59	pyhmmer
1671876.SAMN03777287	2257	44.39	pyhmmer
1671877.SAMN03777285	2521	50.4	pyhmmer
1672749.SAMN05832038	4698	92.77	pyhmmer
1673428.SAMEA3719624	1816	36.58	pyhmmer
1673717.SAMEA3750678	3041	59.85	pyhmmer
1673718.SAMEA103984634	2996	60.86	pyhmmer
1673719.SAMEA3470890	1753	38.25	pyhmmer
1673721.SAMEA3481237	3013	60.06	pyhmmer
1673723.SAMEA3869489	1422	30.21	pyhmmer
1673724.SAMEA3538359	1782	37.44	pyhmmer
1673726.SAMEA3538360	1628	34.2	pyhmmer
1674146.SAMN04979181	788	17.76	pyhmmer
1674291.SAMN03785143	3519	69.93	pyhmmer
1674798.SAMN03837483	2548	50.78	pyhmmer
1674805.SAMN03837490	3165	63.41	pyhmmer
1674809.SAMN03837491	2807	56.35	pyhmmer
1674810.SAMN03837492	3712	74.78	pyhmmer
1674824.SAMN03837506	2312	47.15	pyhmmer
1674827.SAMN03837509	1792	36.71	pyhmmer
1674833.SAMN03837515	2431	49.16	pyhmmer
1674842.SAMN03837540	2937	61.88	pyhmmer
1674843.SAMN03837541	2611	51.27	pyhmmer
1674845.SAMN03837543	1478	30.76	pyhmmer
1674846.SAMN03837544	1469	30.66	pyhmmer
1674847.SAMN03837545	1148	24.72	pyhmmer
1674848.SAMN03837546	2332	47.07	pyhmmer
1674849.SAMN03837547	2836	57.52	pyhmmer
1674850.SAMN03837548	1309	28.09	pyhmmer
1674851.SAMN03837549	1467	30.45	pyhmmer
1674852.SAMN03837550	2795	57.29	pyhmmer
1674858.SAMN03837560	2284	45.86	pyhmmer
1674861.SAMN03837563	2144	43.88	pyhmmer
1674863.SAMN03837565	2300	48.32	pyhmmer
1674865.SAMN03837567	2367	48.28	pyhmmer
1674889.SAMN03837524	2115	43.13	pyhmmer
1674894.SAMN03837529	2621	52.82	pyhmmer
1674896.SAMN03837531	3754	73.64	pyhmmer
1674899.SAMN03837534	2332	47.09	pyhmmer
1674912.SAMN03837578	2147	43.56	pyhmmer
1674913.SAMN03837579	2236	45.08	pyhmmer
1674914.SAMN03837523	1446	30.47	pyhmmer
1674916.SAMN03837581	1199	26.34	pyhmmer
1674920.SAMN03785348	5594	111.68	pyhmmer
1674923.SAMN03892931	2292	45.48	pyhmmer
1675034.SAMN03787326	1841	37.49	pyhmmer
167539.SAMN02603142	1882	38.29	pyhmmer
167542.SAMN02603924	1906	38.76	pyhmmer
167546.SAMN02603288	1907	38.01	pyhmmer
167548.SAMN02769558	1973	39.54	pyhmmer
167550.SAMN02769560	1939	39.25	pyhmmer
1675527.SAMN03777540	4787	94.17	pyhmmer
1676153.SAMN03794748	1379	28.78	pyhmmer
1676155.SAMN03794752	1606	33.06	pyhmmer
1676158.SAMN03794756	2078	42.32	pyhmmer
1676160.SAMN03794761	2312	46.77	pyhmmer
1676614.SAMN03797675	2690	54.71	pyhmmer
1676616.SAMN03798557	1883	38.26	pyhmmer
1676617.SAMN03795681	5381	105.45	pyhmmer
1677858.SAMEA3539092	3949	78.46	pyhmmer
1677920.SAMN03075561	1666	34.19	pyhmmer
1678002.SAMN05915830	5273	105.28	pyhmmer
1678028.SAMN03801557	5022	102.13	pyhmmer
1678128.SAMN03569611	3180	63.59	pyhmmer
1678129.SAMN03569612	2805	56.47	pyhmmer
1678137.SAMN04957723	2720	54.05	pyhmmer
1678637.SAMN03837863	5481	109.86	pyhmmer
1678678.SAMN03837635	6224	122.97	pyhmmer
167879.SAMN02604001	4910	97.22	pyhmmer
1678840.SAMD00034989	2793	57.43	pyhmmer
1678841.SAMD00034990	3397	68.7	pyhmmer
1679001.SAMN03801592	2448	48.96	pyhmmer
1679165.SAMN03839969	6647	131.17	pyhmmer
1679166.SAMN04102801	4500	89.26	pyhmmer
1679168.SAMN03840767	3833	76.13	pyhmmer
1679169.SAMN03840768	3781	75.14	pyhmmer
1679170.SAMN03840769	4598	90.45	pyhmmer
1679444.SAMEA4378782	2532	51.71	pyhmmer
1679489.SAMN04592497	4086	80.46	pyhmmer
1680467.SAMN06295926	4977	98.67	pyhmmer
1681184.SAMN04123205	4562	91.07	pyhmmer
1681196.SAMN03853642	3739	77.28	pyhmmer
1681197.SAMN03853643	2792	55.52	pyhmmer
1681.SAMN03271680	1887	38.06	pyhmmer
1682113.SAMN04959083	5403	108.47	pyhmmer
168276.SAMN05444580	4993	98.48	pyhmmer
168384.SAMN05660368	4154	83.75	pyhmmer
1683.SAMN03435124	1554	33.53	pyhmmer
1684141.SAMN03853465	4867	95.31	pyhmmer
1684142.SAMN03853466	4829	96.12	pyhmmer
1684143.SAMN03853468	6398	129.16	pyhmmer
1684144.SAMN03853470	4489	88.5	pyhmmer
1684385.SAMN03859969	4607	90.85	pyhmmer
1684.SAMN03269133	1583	34.07	pyhmmer
1684.SAMN03269159	1578	34.54	pyhmmer
1684.SAMN03271968	1669	36.25	pyhmmer
1685010.SAMN04524003	4239	84.55	pyhmmer
1685126.SAMN03793027	1505	30.43	pyhmmer
1685377.SAMN04376035	3055	61.25	pyhmmer
1685378.SAMN04376033	4008	79.31	pyhmmer
1685379.SAMN04376034	3730	74.98	pyhmmer
1685380.SAMN04376010	2047	42.18	pyhmmer
1685382.SAMN04361754	4264	85.21	pyhmmer
1685.SAMN03271681	2162	43.64	pyhmmer
1686064.SAMN03862017	4000	79.92	pyhmmer
1686286.SAMEA4059842	2693	53.04	pyhmmer
1686287.SAMEA3500893	1464	31.21	pyhmmer
1686289.SAMEA3500982	3532	68.66	pyhmmer
1686296.SAMEA3529273	3293	67.39	pyhmmer
1686310.SAMN04505059	2113	43.15	pyhmmer
1686310.SAMN04505061	2396	48.24	pyhmmer
1686310.SAMN04505063	2264	45.57	pyhmmer
1686381.SAMN03280166	4559	90.32	pyhmmer
1687.SAMN02666223	1364	29.35	pyhmmer
1688776.SAMD00035483	3604	73.05	pyhmmer
1688.SAMN02673433	2194	44.22	pyhmmer
1689268.SAMEA4548672	1696	35.43	pyhmmer
1689269.SAMEA3539502	4709	93.62	pyhmmer
1689271.SAMEA3857552	3662	72.98	pyhmmer
1689272.SAMEA3635090	3616	71.89	pyhmmer
1689303.SAMEA3546014	1719	36.16	pyhmmer
168935.SAMN04332629	4149	83.35	pyhmmer
1689867.SAMN03892967	3496	69.52	pyhmmer
1690037.SAMD00035723	4853	96.26	pyhmmer
1690244.SAMN03894454	2923	58.3	pyhmmer
1690248.SAMN03897213	3255	64.2	pyhmmer
1690483.SAMN03894428	2598	51.73	pyhmmer
1690484.SAMN03894414	2934	59.97	pyhmmer
1690485.SAMN03894415	2772	54.25	pyhmmer
1690815.SAMN03922416	5530	110.32	pyhmmer
169177.SAMN04577803	3238	64.34	pyhmmer
1691903.SAMN05177220	4392	88.12	pyhmmer
1691979.SAMN03894433	5230	104.61	pyhmmer
1691980.SAMN03940017	3115	63.07	pyhmmer
1692238.SAMN03941339	4915	97.93	pyhmmer
1692239.SAMN03941641	3325	66.58	pyhmmer
1692240.SAMN03943229	6336	126.35	pyhmmer
1692264.SAMN03941560	2161	43.66	pyhmmer
169292.SAMN03197202	2205	45.28	pyhmmer
169292.SAMN03198119	2314	46.4	pyhmmer
1692.SAMN02673439	1507	32.67	pyhmmer
1693.SAMN02673441	1590	32.87	pyhmmer
169427.SAMN05192548	6668	132.34	pyhmmer
169430.SAMN05192544	10428	206.22	pyhmmer
169435.SAMEA3545402	3733	73.84	pyhmmer
1695218.SAMN02910217	4752	95.31	pyhmmer
1696072.SAMN03944033	3299	65.95	pyhmmer
1696173.SAMN03944292	1370	28.16	pyhmmer
169679.SAMN05170519	4383	88.52	pyhmmer
1697043.SAMN03940794	4630	93.3	pyhmmer
1697053.SAMN03946311	2257	45.83	pyhmmer
169760.SAMN02996608	4464	89.63	pyhmmer
169765.SAMN04216936	4203	83.58	pyhmmer
1697780.SAMD00036502	7197	155.65	pyhmmer
1697781.SAMD00036503	4735	96.68	pyhmmer
1697787.SAMD00036509	3061	59.85	pyhmmer
1697.SAMN06298555	2444	48.69	pyhmmer
1698521.SAMN03956932	5284	101.91	pyhmmer
1699309.SAMN03891678	5113	101.9	pyhmmer
1699310.SAMN03891679	5657	112.93	pyhmmer
1699623.SAMN03975701	2522	51.84	pyhmmer
1699624.SAMN03975702	2674	54.99	pyhmmer
169963.SAMEA3138329	2846	56.52	pyhmmer
1700835.SAMN03983874	2403	49.1	pyhmmer
1700836.SAMN03983875	1761	35.84	pyhmmer
1700845.SAMN03978777	3569	70.24	pyhmmer
1702214.SAMN03859889	1678	34.89	pyhmmer
1702221.SAMN03568900	2794	53.59	pyhmmer
1702287.SAMEA37238668	1290	27.25	pyhmmer
1702325.SAMN03995875	3824	76.74	pyhmmer
1703332.SAMN04155647	2960	60.88	pyhmmer
1703341.SAMN05176186	3170	63.58	pyhmmer
1703345.SAMN04590022	7808	155.44	pyhmmer
1703361.SAMN03994151	1274	26.71	pyhmmer
1703390.SAMN03994178	2905	59.16	pyhmmer
1703391.SAMN03994181	3177	63.78	pyhmmer
1703396.SAMN03994194	1229	25.93	pyhmmer
1703398.SAMN03994161	3135	62.74	pyhmmer
1703399.SAMN03994218	3540	69.6	pyhmmer
1703404.SAMN03994169	2376	47.41	pyhmmer
1703406.SAMN03994183	2445	49.27	pyhmmer
1703407.SAMN03994175	2879	58.0	pyhmmer
1703411.SAMN03994196	2792	55.65	pyhmmer
1703414.SAMN03994142	1748	35.91	pyhmmer
1703426.SAMN03994214	1857	37.77	pyhmmer
1703427.SAMN03994215	1494	31.2	pyhmmer
1703428.SAMN03994216	2298	46.76	pyhmmer
1703762.SAMN03994197	2294	45.58	pyhmmer
1703764.SAMN03994154	719	15.78	pyhmmer
1703765.SAMN03994155	548	12.81	pyhmmer
1703767.SAMN03994157	517	12.04	pyhmmer
1703768.SAMN03994166	1001	21.21	pyhmmer
1703770.SAMN03994143	1729	34.83	pyhmmer
1703779.SAMN03994203	2097	42.58	pyhmmer
1703920.SAMN03999369	7295	143.69	pyhmmer
1703927.SAMN03999376	6121	119.95	pyhmmer
1703933.SAMN03999382	6429	128.46	pyhmmer
1703937.SAMN03999386	6566	127.92	pyhmmer
1703942.SAMN03999391	7156	143.57	pyhmmer
1703969.SAMN03998646	4388	86.01	pyhmmer
1703.SAMN04569174	3242	65.12	pyhmmer
1703.SAMN05714647	3822	75.39	pyhmmer
1704044.SAMN04000040	3214	65.4	pyhmmer
1704235.SAMN03994201	986	21.32	pyhmmer
1704281.SAMN03998885	2548	50.76	pyhmmer
1704307.SAMN04001717	817	17.99	pyhmmer
1705110.SAMN04004260	5555	110.94	pyhmmer
1705388.SAMN04009103	5047	100.36	pyhmmer
1705393.SAMN04008510	4523	91.41	pyhmmer
1705394.SAMN03280981	1506	30.82	pyhmmer
1705562.SAMN04007144	3796	74.76	pyhmmer
1705566.SAMN04009150	4637	90.88	pyhmmer
1705730.SAMN04002515	1283	27.57	pyhmmer
170573.SAMN03197790	2254	50.67	pyhmmer
1705.SAMN06327123	2510	50.2	pyhmmer
1706231.SAMEA3663004	7247	139.93	pyhmmer
170623.SAMN04244579	4824	98.29	pyhmmer
1706434.SAMN04009748	1597	32.59	pyhmmer
1706437.SAMN04009751	1843	37.07	pyhmmer
1706444.SAMN03998759	3208	63.71	pyhmmer
170651.SAMN03323927	4532	90.37	pyhmmer
1707785.SAMN04017855	4971	98.24	pyhmmer
1707952.SAMN04851315	3816	76.99	pyhmmer
1708715.SAMN02597177	6432	129.18	pyhmmer
1709001.SAMN06172149	4464	89.85	pyhmmer
1710355.SAMN03981066	7153	141.73	pyhmmer
1710701.SAMN04027070	2718	56.05	pyhmmer
171101.SAMN02603218	2043	41.24	pyhmmer
171194.SAMN03084320	2883	57.0	pyhmmer
1711.SAMN03197686	1995	40.4	pyhmmer
1712031.SAMN04099645	1250	26.11	pyhmmer
1712378.SAMN04038460	1973	40.71	pyhmmer
1712645.SAMEA3535146	3876	78.8	pyhmmer
1712654.SAMN04915575	1867	37.92	pyhmmer
1712675.SAMN04166238	2216	44.76	pyhmmer
171291.SAMN02745154	675	18.51	pyhmmer
1713725.SAMN04038610	1175	24.13	pyhmmer
171383.SAMN03951930	4313	87.61	pyhmmer
1713.SAMN02645273	3518	70.11	pyhmmer
1714016.SAMN05255235	3405	67.3	pyhmmer
1714253.SAMN04045679	1895	38.18	pyhmmer
1714258.SAMN04045695	1724	35.71	pyhmmer
1714261.SAMN04045698	1810	36.89	pyhmmer
1714264.SAMN06134631	3192	62.87	pyhmmer
1714300.SAMD00045271	4980	99.16	pyhmmer
1714344.SAMN04044569	3359	67.01	pyhmmer
1714354.SAMN05946062	3189	63.2	pyhmmer
1714355.SAMN06134625	3171	63.15	pyhmmer
1714371.SAMN04272095	744	16.3	pyhmmer
1714373.SAMN04046238	3934	79.55	pyhmmer
1715017.SAMN04455695	2341	47.49	pyhmmer
1715052.SAMN04495796	2375	47.43	pyhmmer
1715083.SAMN04477504	2521	49.95	pyhmmer
1715285.SAMEA3416695	621	14.67	pyhmmer
1715691.SAMEA3542138	3309	67.46	pyhmmer
1715692.SAMEA3542132	4541	91.31	pyhmmer
1715693.SAMEA3542137	4065	81.14	pyhmmer
1715806.SAMN04074913	2654	52.35	pyhmmer
1715989.SAMEA3560316	3373	67.16	pyhmmer
1716141.SAMN04325095	7370	145.45	pyhmmer
1716143.SAMN04440740	3461	69.46	pyhmmer
1716176.SAMN04088201	3114	62.49	pyhmmer
171693.SAMEA3138980	3666	72.93	pyhmmer
1718947.SAMN04857208	7694	150.83	pyhmmer
1718951.SAMN04854774	5021	99.55	pyhmmer
1718985.SAMN04853037	7549	148.79	pyhmmer
1718998.SAMN04857230	7839	154.49	pyhmmer
1719125.SAMN04088566	444	10.81	pyhmmer
1719126.SAMN04088567	529	12.53	pyhmmer
1720063.SAMN05216217	2929	58.39	pyhmmer
1720192.SAMEA3905754	2142	43.27	pyhmmer
1720194.SAMEA3725798	3172	62.35	pyhmmer
1720195.SAMEA3674818	2811	57.43	pyhmmer
1720198.SAMEA37237168	2862	57.22	pyhmmer
1720199.SAMEA3673146	1805	38.45	pyhmmer
1720200.SAMEA3907616	3302	65.48	pyhmmer
1720204.SAMEA3857553	2437	48.86	pyhmmer
1720296.SAMEA3673775	4899	98.07	pyhmmer
1720297.SAMEA4492212	2376	47.59	pyhmmer
1720299.SAMEA3888368	2804	56.35	pyhmmer
1720302.SAMEA3858978	3123	63.36	pyhmmer
1720315.SAMEA3673154	1771	36.17	pyhmmer
1720317.SAMEA4555320	1726	35.85	pyhmmer
1720344.SAMN04098990	2844	55.54	pyhmmer
172043.SAMN03257121	3109	62.54	pyhmmer
1720553.SAMN04099166	4393	86.43	pyhmmer
1720554.SAMN04099167	5050	97.95	pyhmmer
1720557.SAMN04099675	1315	27.72	pyhmmer
172088.SAMN02441514	9627	190.93	pyhmmer
1721091.SAMN04286739	3636	72.27	pyhmmer
1723382.SAMEA4555319	1945	40.49	pyhmmer
1723384.SAMEA3635103	1596	33.89	pyhmmer
1724.SAMN03734646	2493	49.11	pyhmmer
1725411.SAMN04235813	8482	169.17	pyhmmer
1725.SAMN03458390	1843	37.76	pyhmmer
172713.SAMN05291436	5558	110.46	pyhmmer
1727163.SAMN04111281	3377	67.66	pyhmmer
1727164.SAMN04112246	4986	99.79	pyhmmer
1727196.SAMN04496853	4170	82.79	pyhmmer
1727.SAMN02645508	4297	84.93	pyhmmer
1729453.SAMN04124417	844	19.32	pyhmmer
1729454.SAMN04124418	760	17.71	pyhmmer
1729458.SAMN04123323	2889	57.14	pyhmmer
1729461.SAMN04125286	2168	42.39	pyhmmer
1729462.SAMN04125312	3081	61.0	pyhmmer
1729463.SAMN04125314	2404	48.38	pyhmmer
1729464.SAMN04125315	2229	44.92	pyhmmer
1729468.SAMN04125269	2717	55.14	pyhmmer
1729469.SAMN04125226	1298	27.05	pyhmmer
1729581.SAMN04166283	3323	66.36	pyhmmer
1729650.SAMEA3590992	5144	105.54	pyhmmer
1729688.SAMN04102798	5784	115.97	pyhmmer
1729690.SAMN04102797	4818	97.51	pyhmmer
1729714.SAMN04120648	1710	35.64	pyhmmer
1729720.SAMN04116623	3499	69.58	pyhmmer
1729724.SAMN04099672	4032	80.61	pyhmmer
1730094.SAMN04123207	5160	103.31	pyhmmer
1732019.SAMN04122840	3114	62.25	pyhmmer
1732020.SAMN04123916	3212	64.57	pyhmmer
1732021.SAMN04123324	2503	49.66	pyhmmer
1732023.SAMN04123286	2836	55.46	pyhmmer
1732.SAMN02910417	2629	54.14	pyhmmer
1734395.SAMN04126953	3521	69.94	pyhmmer
1734398.SAMN04126961	3782	75.81	pyhmmer
1734399.SAMN04126954	4629	91.36	pyhmmer
1734406.SAMN04126957	3280	65.47	pyhmmer
1735012.SAMN04166239	2997	59.74	pyhmmer
1735114.SAMN04103539	3623	72.8	pyhmmer
1735162.SAMN03842446	1103	23.22	pyhmmer
1735326.SAMN04125645	2051	41.05	pyhmmer
1735670.SAMN04151573	3387	68.06	pyhmmer
1735672.SAMN04151680	3820	74.84	pyhmmer
1735676.SAMN04151579	3621	73.18	pyhmmer
1735679.SAMN04151683	4000	80.19	pyhmmer
1735682.SAMN04151684	3263	65.92	pyhmmer
1735683.SAMN04151584	2908	57.79	pyhmmer
1735684.SAMN04151685	4730	93.47	pyhmmer
1735685.SAMN04151585	3757	74.5	pyhmmer
1735686.SAMN04151686	3792	76.64	pyhmmer
1735688.SAMN04151687	3708	73.72	pyhmmer
1735689.SAMN04151587	3416	68.48	pyhmmer
1735690.SAMN04151588	3478	69.25	pyhmmer
1735693.SAMN04151590	4284	84.78	pyhmmer
1735695.SAMN04151591	3867	77.26	pyhmmer
1736209.SAMN04151574	3669	74.65	pyhmmer
1736210.SAMN04151576	4067	80.73	pyhmmer
1736213.SAMN04151593	3748	75.03	pyhmmer
1736214.SAMN04151594	3490	70.15	pyhmmer
1736215.SAMN04151595	2982	59.15	pyhmmer
1736217.SAMN04151597	3437	69.34	pyhmmer
1736218.SAMN04151598	4031	80.5	pyhmmer
1736221.SAMN04151601	4947	99.23	pyhmmer
1736223.SAMN04151603	4803	94.98	pyhmmer
1736224.SAMN04151604	4715	94.31	pyhmmer
1736225.SAMN04151605	4431	87.96	pyhmmer
1736226.SAMN04151606	5641	112.17	pyhmmer
1736230.SAMN04151610	3645	72.66	pyhmmer
1736232.SAMN04151612	3584	70.89	pyhmmer
1736234.SAMN04151614	6400	127.14	pyhmmer
1736237.SAMN04151617	4886	96.28	pyhmmer
1736242.SAMN04151622	4654	94.39	pyhmmer
1736245.SAMN04151625	4321	87.21	pyhmmer
1736251.SAMN04151631	4109	82.28	pyhmmer
1736254.SAMN04151634	4402	86.47	pyhmmer
1736260.SAMN04151640	4633	90.9	pyhmmer
1736265.SAMN04151645	4727	94.95	pyhmmer
1736266.SAMN04151646	4313	87.1	pyhmmer
1736267.SAMN04151647	5488	108.24	pyhmmer
1736270.SAMN04151650	4118	82.9	pyhmmer
1736272.SAMN04151652	4544	91.57	pyhmmer
1736273.SAMN04151653	3818	77.54	pyhmmer
1736275.SAMN04151655	4078	82.43	pyhmmer
1736276.SAMN04151656	3169	62.7	pyhmmer
1736278.SAMN04151658	4488	89.83	pyhmmer
1736279.SAMN04151659	3585	72.27	pyhmmer
1736280.SAMN04151660	3935	79.76	pyhmmer
1736282.SAMN04151662	2793	55.65	pyhmmer
1736285.SAMN04151665	2858	58.18	pyhmmer
1736286.SAMN04151666	4054	80.8	pyhmmer
1736289.SAMN04151669	3021	59.5	pyhmmer
1736291.SAMN04151671	3232	63.9	pyhmmer
1736292.SAMN04151672	3708	75.42	pyhmmer
1736293.SAMN04151673	2905	58.54	pyhmmer
1736295.SAMN04151675	4994	99.7	pyhmmer
1736296.SAMN04151676	4958	98.57	pyhmmer
1736297.SAMN04151677	3909	77.89	pyhmmer
1736299.SAMN04151679	3637	71.76	pyhmmer
1736300.SAMN04151688	4221	85.14	pyhmmer
1736301.SAMN04151691	3320	66.07	pyhmmer
1736303.SAMN04151693	3047	61.64	pyhmmer
1736305.SAMN04151695	3657	73.09	pyhmmer
1736311.SAMN04151701	3343	66.19	pyhmmer
1736312.SAMN04151702	4612	92.66	pyhmmer
