sequence_id	protein_count	time	method
1150398.SAMN02743949	4036	40.79	pyhmmer
1150468.SAMD00061049	1445	17.45	pyhmmer
1150469.SAMEA2272054	3286	31.17	pyhmmer
1150474.SAMN02746016	2005	22.2	pyhmmer
1150600.SAMN02469442	4309	41.04	pyhmmer
1150621.SAMN03081532	3233	31.74	pyhmmer
1150625.SAMN03614211	3184	30.8	pyhmmer
1150626.SAMEA2272023	3803	32.54	pyhmmer
1150864.PRJNA84455	7019	62.2	pyhmmer
1151061.PRJEB87	4341	43.94	pyhmmer
1151117.SAMN02470188	1858	19.89	pyhmmer
1151122.SAMN02441725	3744	35.38	pyhmmer
115433.SAMN05421835	7376	67.47	pyhmmer
115547.SAMN02940502	1947	17.27	pyhmmer
115561.SAMN03199083	3332	34.36	pyhmmer
1155689.SAMN05444278	2312	23.67	pyhmmer
1155714.SAMN02441702	6129	58.0	pyhmmer
1155718.SAMN02440431	7570	69.81	pyhmmer
1155777.SAMEA2272044	3989	43.77	pyhmmer
1156395.SAMN05251087	2463	23.23	pyhmmer
1156417.SAMN02950964	2148	23.21	pyhmmer
1156433.SAMN02343234	1896	19.78	pyhmmer
1156844.SAMN02440430	8266	78.81	pyhmmer
1156919.SAMN01083790	6360	60.56	pyhmmer
1156935.SAMN01084074	4811	47.38	pyhmmer
1156937.SAMEA2682029	2243	22.16	pyhmmer
1156985.SAMN04488118	3850	33.85	pyhmmer
1156986.SAMN02471334	2262	16.78	pyhmmer
1157490.SAMN02739931	4452	44.07	pyhmmer
1157635.SAMN02441037	6877	65.71	pyhmmer
1157637.SAMN02441703	7920	70.61	pyhmmer
1157708.SAMN02440495	6895	69.96	pyhmmer
115783.SAMN02745119	3306	33.26	pyhmmer
1157943.SAMN02441709	4303	38.79	pyhmmer
1157948.SAMN03013826	1823	20.97	pyhmmer
1157986.SAMN06274967	2384	26.27	pyhmmer
1158050.SAMN02441688	4057	37.48	pyhmmer
1158144.SAMN02194616	2580	24.88	pyhmmer
1158146.SAMN02441660	2452	22.92	pyhmmer
1158150.SAMN02441337	2491	24.14	pyhmmer
1158165.SAMN02440463	2859	27.7	pyhmmer
1158168.SAMN02440418	2869	26.59	pyhmmer
1158182.SAMN02441681	2594	24.69	pyhmmer
1158183.SAMN02440492	2586	24.56	pyhmmer
1158291.SAMN02441003	3887	35.94	pyhmmer
1158292.SAMN02787089	4161	38.3	pyhmmer
1158293.SAMN02440486	6015	62.13	pyhmmer
1158294.SAMN02745921	3576	39.0	pyhmmer
1158318.SAMN02440891	1675	18.12	pyhmmer
1158338.SAMN02841204	1895	21.64	pyhmmer
1158345.SAMN02841209	2225	24.16	pyhmmer
1158762.SAMN02441680	2569	23.7	pyhmmer
1159016.SAMN02927937	2865	27.36	pyhmmer
1159017.SAMN02927930	2070	21.23	pyhmmer
1159554.SAMN03938717	3962	38.02	pyhmmer
1159870.SAMN02440498	3771	34.92	pyhmmer
1160091.SAMN06761564	1474	16.75	pyhmmer
1160137.SAMN02440989	8069	77.23	pyhmmer
1160707.SAMN02393732	2760	27.91	pyhmmer
1160718.SAMN02472162	6721	62.67	pyhmmer
1160721.SAMEA3139031	2585	26.4	pyhmmer
1160784.SAMN04223555	141	2.86	pyhmmer
1160895.SAMN02679956	2334	25.35	pyhmmer
1161099.SAMN05444817	2155	25.96	pyhmmer
1161401.SAMN02053529	3192	35.9	pyhmmer
1161902.SAMN00829151	1691	19.51	pyhmmer
1161919.SAMEA3146270	3799	38.2	pyhmmer
1162418.SAMN05661107	3529	39.61	pyhmmer
1162668.SAMD00061058	2421	26.51	pyhmmer
1162717.SAMN04306666	1400	16.05	pyhmmer
1163385.SAMN02393726	421	6.33	pyhmmer
1163407.SAMN02469836	3439	35.31	pyhmmer
1163408.SAMN02469837	3400	40.92	pyhmmer
1163419.SAMN02194552	3922	47.13	pyhmmer
1163617.SAMD00061061	2982	31.45	pyhmmer
1163671.SAMN02584946	4240	46.18	pyhmmer
1163730.SAMN02603095	1385	14.87	pyhmmer
1163745.SAMN02603198	1674	18.47	pyhmmer
1164594.SAMN05216204	4900	52.35	pyhmmer
1165094.SAMEA2272692	2278	20.32	pyhmmer
1165096.SAMN02441295	2407	24.68	pyhmmer
1165689.SAMN02927914	6806	66.9	pyhmmer
1165841.SAMN02469595	2114	21.4	pyhmmer
1166016.SAMN02604188	4705	50.94	pyhmmer
1166018.SAMEA2272250	5480	64.33	pyhmmer
1166073.SAMN05192530	4304	42.05	pyhmmer
1166078.SAMN05216566	4479	44.78	pyhmmer
1166130.SAMN02603907	4695	50.87	pyhmmer
1166337.SAMN05192580	3811	36.27	pyhmmer
1166340.SAMN05192583	3630	33.31	pyhmmer
1166948.SAMN02949639	3484	38.33	pyhmmer
1167006.SAMN02602964	3494	40.43	pyhmmer
1167628.SAMN02469892	2801	28.72	pyhmmer
1167632.SAMN02470143	2573	27.81	pyhmmer
1167637.SAMN02470140	3033	27.17	pyhmmer
1168034.SAMN02725840	3971	44.52	pyhmmer
1168035.SAMN05444280	4109	44.66	pyhmmer
1168059.SAMN02441340	4596	47.96	pyhmmer
1168067.SAMN02584989	2223	25.54	pyhmmer
1168169.SAMN02597267	4979	54.93	pyhmmer
1168289.SAMN02469978	3923	47.19	pyhmmer
1169143.SAMN02440516	6535	81.25	pyhmmer
1169146.SAMN02440517	2796	27.92	pyhmmer
1169152.SAMN02441444	4960	43.6	pyhmmer
1169154.SAMN02441678	5558	54.2	pyhmmer
1170562.SAMN02261327	5393	61.91	pyhmmer
1171373.SAMN02603885	3336	33.6	pyhmmer
117157.SAMN04489717	5608	58.54	pyhmmer
117209.SAMN04041570	3686	45.67	pyhmmer
1172179.SAMN02440811	8583	85.35	pyhmmer
1172185.SAMN02440967	5300	52.01	pyhmmer
1172190.SAMN02471177	2290	29.38	pyhmmer
1172194.SAMN02469573	4685	54.38	pyhmmer
1172562.SAMD00061064	2096	20.77	pyhmmer
1172565.SAMN04363576	2852	27.04	pyhmmer
1172567.SAMN02469977	6509	63.24	pyhmmer
1172626.SAMN03084318	3386	29.85	pyhmmer
1173020.SAMN02261345	5498	51.41	pyhmmer
1173021.SAMN02261344	4319	43.89	pyhmmer
1173022.SAMN02261349	4474	52.3	pyhmmer
1173023.SAMN02441755	6007	64.61	pyhmmer
1173024.SAMN02597161	7046	72.3	pyhmmer
1173025.SAMN02261348	3815	39.89	pyhmmer
1173026.SAMN02261347	4685	51.84	pyhmmer
1173027.SAMN02261351	6027	70.98	pyhmmer
1173028.SAMN02261253	6886	73.35	pyhmmer
1173029.SAMN02261255	4539	48.65	pyhmmer
1173111.SAMN05444955	3744	36.21	pyhmmer
1173263.SAMN02261356	3248	29.89	pyhmmer
1173264.SAMN02261357	5158	48.15	pyhmmer
1173584.SAMN05444851	3297	29.18	pyhmmer
1174501.SAMN05216192	5945	61.54	pyhmmer
1174504.SAMN00857837	4670	41.92	pyhmmer
1175296.SAMEA3138426	2589	23.15	pyhmmer
1175306.SAMN02469572	4655	44.13	pyhmmer
1176165.SAMN04317116	2123	21.41	pyhmmer
1176198.SAMN05444716	5234	49.0	pyhmmer
1176587.SAMN05003825	4619	46.88	pyhmmer
1177154.SAMN03076215	3778	36.03	pyhmmer
1177179.SAMN02471206	3416	32.54	pyhmmer
1177181.SAMN03076214	3266	31.69	pyhmmer
1177594.PRJEB4762	3146	27.09	pyhmmer
1177755.SAMN04915608	3175	28.5	pyhmmer
1177931.SAMN02471009	2104	24.01	pyhmmer
1177982.SAMN04489711	4724	48.73	pyhmmer
1178482.SAMN04216911	3993	41.88	pyhmmer
1178515.SAMN03287568	4098	41.94	pyhmmer
1178516.SAMN04395154	4815	50.06	pyhmmer
1178825.SAMN05216261	2965	32.24	pyhmmer
1179155.SAMN02666855	904	10.17	pyhmmer
1179225.SAMN02470141	3959	27.7	pyhmmer
1179672.SAMN06295817	4843	53.33	pyhmmer
1179773.SAMEA2272236	8427	82.07	pyhmmer
1179777.SAMN01730980	875	17.91	pyhmmer
1179778.SAMN02471701	5678	56.33	pyhmmer
118005.SAMN02471296	2536	25.76	pyhmmer
118060.SAMN04296136	3253	35.69	pyhmmer
118062.SAMEA4378819	2321	22.71	pyhmmer
118101.SAMN04288104	558	7.27	pyhmmer
118110.SAMN03483427	499	6.4	pyhmmer
118126.SAMEA4384483	2641	23.3	pyhmmer
118161.SAMN02261343	6616	71.56	pyhmmer
118163.SAMN02261346	4268	46.71	pyhmmer
118166.SAMN02261265	6298	60.48	pyhmmer
118168.SAMN02436227	8294	83.71	pyhmmer
118173.SAMN02261339	5338	55.83	pyhmmer
1182568.SAMN03285365	2617	23.12	pyhmmer
1182571.SAMN03218061	2904	24.98	pyhmmer
1183377.SAMN02603491	1748	19.48	pyhmmer
1183431.SAMEA3722813	6122	55.58	pyhmmer
1183432.SAMEA3722808	5420	49.7	pyhmmer
1183434.SAMEA3722818	4495	41.53	pyhmmer
1183438.SAMN02604186	4507	43.09	pyhmmer
1184151.SAMN04441843	5066	59.95	pyhmmer
1184251.SAMN02603096	1414	13.89	pyhmmer
1184267.SAMN02604325	2618	26.06	pyhmmer
1184609.SAMD00041770	4422	41.34	pyhmmer
1185325.SAMN02471360	2031	23.1	pyhmmer
1185652.SAMN02641503	6115	55.31	pyhmmer
1185653.SAMN05366139	3437	33.12	pyhmmer
1185766.SAMN05216224	4142	40.21	pyhmmer
1185767.SAMN06732891	4103	44.26	pyhmmer
1185843.SAMD00039863	4994	50.23	pyhmmer
1185876.PRJEB30	6181	64.94	pyhmmer
1186051.SAMN02604334	573	7.03	pyhmmer
1186196.SAMN04489841	4690	44.15	pyhmmer
1187848.SAMN02470475	3908	38.16	pyhmmer
1187851.SAMN02469994	4490	38.75	pyhmmer
1188229.SAMN05853575	2990	26.5	pyhmmer
1188233.SAMN02471342	615	9.27	pyhmmer
1188234.SAMN02471609	601	9.92	pyhmmer
1188235.SAMN02471345	677	10.26	pyhmmer
1188239.SAMN02952979	674	10.04	pyhmmer
1188252.SAMN02470453	2981	32.58	pyhmmer
1188319.SAMD00025396	2639	27.14	pyhmmer
1188.SAMN03450030	9972	100.51	pyhmmer
1189612.SAMN02469969	4656	58.46	pyhmmer
1189619.SAMN02471957	2908	30.98	pyhmmer
1189620.SAMN02471958	3529	34.19	pyhmmer
1189621.SAMN02469971	3103	25.63	pyhmmer
118967.SAMN02745191	2333	25.33	pyhmmer
119000.SAMN05661010	3831	39.16	pyhmmer
1190415.SAMN05216593	5540	57.47	pyhmmer
1190417.SAMN05660690	4491	40.73	pyhmmer
1190603.SAMN02470474	4410	44.31	pyhmmer
1190620.SAMN02344600	1335	15.01	pyhmmer
1191459.SAMN03799769	5482	62.67	pyhmmer
1191523.SAMN02603097	2840	30.82	pyhmmer
1191699.SAMN02471015	3376	36.98	pyhmmer
1192034.SAMN02952950	9037	99.87	pyhmmer
1192054.SAMN03287307	3491	31.23	pyhmmer
119206.SAMN04419112	1733	19.36	pyhmmer
1192124.SAMN02689377	4989	48.8	pyhmmer
1192197.SAMN00996448	4743	50.63	pyhmmer
119224.SAMN03955537	1619	17.27	pyhmmer
1192759.SAMN02470887	4014	34.57	pyhmmer
1192864.SAMN02436412	4199	39.45	pyhmmer
1192866.SAMN01036874	5111	40.04	pyhmmer
1192868.SAMEA2271990	4541	41.64	pyhmmer
1193011.SAMN02436574	4113	40.35	pyhmmer
1193051.SAMN02436259	3969	39.83	pyhmmer
1193069.SAMN02436578	4206	41.14	pyhmmer
1193128.SAMN02470079	1611	18.58	pyhmmer
1193181.PRJEB34	3106	28.85	pyhmmer
1193182.PRJEB35	4234	36.67	pyhmmer
1193502.SAMN05726051	2965	32.09	pyhmmer
1193518.PRJEB37	3816	31.87	pyhmmer
1193532.SAMEA3545389	2693	25.36	pyhmmer
1193532.SAMEA3545390	2990	27.39	pyhmmer
1193534.SAMEA3545394	3906	33.61	pyhmmer
1193682.SAMN05860870	6191	61.08	pyhmmer
1193713.SAMN04544314	5478	55.73	pyhmmer
1193729.SAMN02604248	1498	11.53	pyhmmer
1194083.PRJEB36	4671	45.31	pyhmmer
1194088.SAMN02470121	3042	28.75	pyhmmer
1194090.SAMN05443144	4293	47.43	pyhmmer
1194165.SAMEA3138423	3665	35.21	pyhmmer
1194526.SAMN02604131	2335	32.56	pyhmmer
1195236.SAMN02471873	5302	60.74	pyhmmer
1195246.SAMN02470206	3159	36.2	pyhmmer
1195760.SAMN05444281	2740	29.97	pyhmmer
1195763.SAMN03702590	4368	48.58	pyhmmer
1196031.SAMN02470179	5222	57.41	pyhmmer
1196083.SAMN02677640	2303	25.57	pyhmmer
1196094.SAMN03081540	2299	28.58	pyhmmer
1196095.SAMN02676578	1997	20.58	pyhmmer
1196095.SAMN03081539	2803	27.63	pyhmmer
1196095.SAMN05179580	2315	23.13	pyhmmer
1196095.SAMN05179581	2267	23.17	pyhmmer
1196095.SAMN05179584	2351	25.14	pyhmmer
1196095.SAMN05179585	2608	26.54	pyhmmer
1196095.SAMN05179586	2293	22.59	pyhmmer
1196095.SAMN05179587	2095	21.28	pyhmmer
1196095.SAMN05179593	2042	20.8	pyhmmer
1196095.SAMN05179597	2077	20.28	pyhmmer
1196095.SAMN05179598	2284	21.97	pyhmmer
1196095.SAMN05179599	2216	21.13	pyhmmer
1196095.SAMN05179609	2334	22.38	pyhmmer
1196095.SAMN05179621	2505	24.27	pyhmmer
1196322.SAMN01813472	5778	61.37	pyhmmer
1196323.SAMN02471152	6235	61.78	pyhmmer
1196324.SAMN02471793	3850	35.78	pyhmmer
1196353.SAMN05444921	7176	66.42	pyhmmer
119641.SAMN05421842	3514	39.27	pyhmmer
1196421.SAMN01041250	548	7.58	pyhmmer
1196835.SAMN02603608	4300	45.71	pyhmmer
1197325.SAMN02603734	652	7.43	pyhmmer
1197477.SAMN02903170	2316	24.56	pyhmmer
1197717.SAMN05441363	3108	30.01	pyhmmer
1197720.SAMN02472166	3528	31.87	pyhmmer
1197728.PRJEB56	3608	30.66	pyhmmer
1197874.SAMN03651237	3529	37.69	pyhmmer
1197906.PRJEB78	5162	46.07	pyhmmer
1198114.SAMN00013395	3698	36.46	pyhmmer
1198245.SAMN05444858	6045	55.92	pyhmmer
1198317.SAMN04102814	5103	52.56	pyhmmer
1198449.SAMD00061006	1645	15.33	pyhmmer
1198452.SAMN02415236	5976	62.74	pyhmmer
119858.SAMEA88385668	4678	46.02	pyhmmer
1199154.SAMN03292482	2560	23.41	pyhmmer
1199245.SAMN02604351	918	8.48	pyhmmer
1200352.SAMN02603028	2369	22.52	pyhmmer
1200557.SAMN02744020	2590	26.34	pyhmmer
1200721.SAMN02910289	1992	22.99	pyhmmer
1200747.SAMN02910368	2740	31.77	pyhmmer
1200749.SAMN04487760	2371	27.79	pyhmmer
1200751.SAMN02910436	2887	30.22	pyhmmer
1201288.SAMN02436250	3292	41.72	pyhmmer
1201290.SAMN02436194	3065	40.15	pyhmmer
1201293.SAMN02470165	4249	44.72	pyhmmer
1201294.SAMEA2272323	2580	23.24	pyhmmer
1202450.SAMN01918491	3728	34.22	pyhmmer
1202536.SAMN02641648	190	3.22	pyhmmer
1202537.SAMN02641649	190	3.2	pyhmmer
1202538.SAMN02604335	192	3.22	pyhmmer
1202539.SAMN02641650	180	3.19	pyhmmer
1202540.SAMN02641651	182	3.21	pyhmmer
1202724.SAMN04015015	3841	39.75	pyhmmer
1202768.SAMN05216285	4090	41.06	pyhmmer
1202785.SAMN02996356	1805	18.11	pyhmmer
1202962.SAMN02441661	4112	41.89	pyhmmer
1203076.PRJEB104	1907	21.45	pyhmmer
1203190.PRJEB67	2374	22.61	pyhmmer
1203261.SAMN02470450	1455	12.46	pyhmmer
1203554.SAMN02596980	2412	23.86	pyhmmer
1203566.SAMN02597001	2356	23.82	pyhmmer
1203568.SAMN02596992	2133	25.27	pyhmmer
1203573.SAMN02597019	1803	22.56	pyhmmer
1203590.SAMN02596978	1660	18.37	pyhmmer
1203602.SAMN02596982	1474	17.71	pyhmmer
1203605.SAMN02596989	2524	23.73	pyhmmer
1203610.SAMN03383453	5358	60.59	pyhmmer
1203619.SAMN02596999	2385	25.0	pyhmmer
1203624.SAMN02596997	2067	23.3	pyhmmer
1204719.PRJEB57	2070	23.49	pyhmmer
1204725.SAMN02471940	2519	24.92	pyhmmer
1205680.PRJEB111	5673	55.11	pyhmmer
1205681.SAMEA2272486	1867	17.74	pyhmmer
1205910.SAMN02603688	5508	51.85	pyhmmer
1206085.SAMN05443575	4182	49.81	pyhmmer
1206101.SAMN02597259	6313	79.78	pyhmmer
1206103.SAMN02469613	3570	38.6	pyhmmer
1206109.SAMN02604336	256	4.18	pyhmmer
1206458.SAMD00019870	4728	43.49	pyhmmer
1206723.SAMD00041774	7776	72.71	pyhmmer
1206725.SAMD00041812	6757	58.32	pyhmmer
1206730.SAMD00041767	6296	60.15	pyhmmer
1206731.SAMD00041792	9629	95.69	pyhmmer
1206733.SAMD00041766	7641	72.65	pyhmmer
1206734.SAMD00041773	5366	50.76	pyhmmer
1206735.SAMD00041777	7167	68.41	pyhmmer
1206737.SAMD00041769	6763	66.73	pyhmmer
1206739.SAMD00041772	6765	62.44	pyhmmer
1206741.SAMD00041781	8404	80.98	pyhmmer
1206743.SAMD00041771	6086	60.7	pyhmmer
1206744.SAMD00041825	7793	72.04	pyhmmer
1206781.SAMN02470017	6234	61.21	pyhmmer
1207055.SAMN02471157	4513	42.35	pyhmmer
1207058.SAMN02746326	3252	28.8	pyhmmer
1207063.SAMN02471166	3754	34.67	pyhmmer
1207075.SAMN02604261	5423	53.83	pyhmmer
1208104.SAMN02472129	4362	43.98	pyhmmer
1208321.SAMN02471158	3576	38.31	pyhmmer
1208323.SAMN02471168	4198	41.27	pyhmmer
1208324.SAMN03280159	4389	41.65	pyhmmer
1208365.SAMN02436393	1403	14.56	pyhmmer
1208583.SAMN02641486	2038	21.96	pyhmmer
1208599.SAMN02469794	5036	52.86	pyhmmer
1208600.SAMN02469795	5282	55.23	pyhmmer
1208918.SAMN02641642	728	9.05	pyhmmer
1208919.SAMN02641643	742	8.41	pyhmmer
1208920.SAMN02641644	694	8.4	pyhmmer
1208921.SAMN02641645	727	8.58	pyhmmer
1208923.SAMN02641518	715	8.72	pyhmmer
1209072.SAMN03107408	4306	48.92	pyhmmer
120956.SAMN05421791	1892	21.63	pyhmmer
1209984.SAMEA3138978	7675	74.18	pyhmmer
1209989.SAMN00713617	2524	26.67	pyhmmer
1210005.SAMN02469568	3335	33.38	pyhmmer
1210046.SAMN02470608	3070	26.61	pyhmmer
1210062.SAMD00040643	7106	65.01	pyhmmer
1210063.SAMD00018780	6597	67.54	pyhmmer
1210064.SAMD00018774	8866	91.51	pyhmmer
1210065.SAMD00018767	7824	79.73	pyhmmer
1210067.SAMD00040645	6529	63.78	pyhmmer
1210068.SAMD00040646	6830	68.82	pyhmmer
1210069.SAMD00018775	6083	62.37	pyhmmer
1210074.SAMD00040653	5595	56.82	pyhmmer
1210077.SAMD00040655	7403	86.48	pyhmmer
1210082.SAMD00040656	7221	69.56	pyhmmer
1210083.SAMD00040658	7260	72.76	pyhmmer
1210084.SAMD00018779	9558	97.19	pyhmmer
1210086.SAMD00040662	7957	77.34	pyhmmer
1210087.SAMD00040665	5655	55.08	pyhmmer
1210088.SAMD00018769	7585	76.43	pyhmmer
1210089.SAMD00018777	8179	83.41	pyhmmer
1210090.SAMD00040663	7126	64.54	pyhmmer
1210094.SAMD00018778	6773	63.91	pyhmmer
1210096.SAMD00040669	6157	59.45	pyhmmer
1210098.SAMD00040668	8495	80.91	pyhmmer
1210099.SAMD00018773	8374	77.63	pyhmmer
1210100.SAMD00040667	8041	73.29	pyhmmer
1210101.SAMD00040671	7009	64.12	pyhmmer
1210884.PRJEB621	8024	88.82	pyhmmer
1211112.SAMN02469873	4753	48.64	pyhmmer
1211326.SAMN06554014	6779	74.36	pyhmmer
1211777.PRJEB128	6356	57.12	pyhmmer
1211813.SAMEA2272467	2261	22.19	pyhmmer
1211814.SAMEA2272318	4386	43.89	pyhmmer
1211815.PRJEB371	3735	32.13	pyhmmer
1211817.SAMEA3138979	4044	41.81	pyhmmer
1211819.PRJEB187	3442	37.28	pyhmmer
1211820.SAMEA2785594	8222	57.95	pyhmmer
1211843.SAMEA2821497	2407	28.77	pyhmmer
1211844.PRJEB377	3438	35.61	pyhmmer
1212489.SAMN04274770	3147	35.23	pyhmmer
1212491.SAMEA2785663	3592	43.69	pyhmmer
1212545.SAMN02470290	2439	28.05	pyhmmer
1212548.SAMN02471580	4321	44.17	pyhmmer
1212765.SAMN02603732	925	8.62	pyhmmer
121290.SAMN04159840	3495	30.32	pyhmmer
121292.SAMN04332703	4390	40.53	pyhmmer
1214065.SAMD00036624	3385	33.86	pyhmmer
1214101.SAMEA2272568	8503	81.57	pyhmmer
1214117.SAMN02415229	2835	25.3	pyhmmer
1214166.SAMN02469537	2035	19.43	pyhmmer
1214225.SAMN02469423	3506	29.45	pyhmmer
1214242.SAMN02603029	7007	67.49	pyhmmer
1215089.SAMN05366366	3211	31.85	pyhmmer
1215104.SAMD00018431	5735	59.03	pyhmmer
1215114.SAMN02441530	4448	43.89	pyhmmer
1215115.SAMN02743900	4836	47.2	pyhmmer
1215343.SAMN02604174	1378	13.42	pyhmmer
1215915.PRJEB218	2359	19.91	pyhmmer
1216006.SAMEA4552037	4567	47.17	pyhmmer
121616.SAMN04488017	6633	62.3	pyhmmer
1216932.SAMEA3138942	3292	34.61	pyhmmer
1216962.SAMEA2272416	1927	16.29	pyhmmer
1216968.SAMD00046481	3212	28.59	pyhmmer
1216969.SAMD00046480	2997	26.02	pyhmmer
1216970.SAMD00046487	3258	28.69	pyhmmer
1216972.SAMD00046504	3521	31.16	pyhmmer
1216973.SAMD00046503	3599	32.73	pyhmmer
1217052.SAMN03174118	5224	48.9	pyhmmer
121719.SAMN04158710	4701	43.02	pyhmmer
1217692.SAMN01087856	3206	37.01	pyhmmer
1217693.SAMN01087857	3348	33.75	pyhmmer
1217694.SAMN01087858	3816	38.74	pyhmmer
1217698.SAMN01087862	3617	39.3	pyhmmer
1217705.SAMN01087869	3657	36.39	pyhmmer
1217708.SAMN01828129	3581	38.45	pyhmmer
1217718.SAMN02471864	5259	51.51	pyhmmer
1217721.SAMN02899689	3811	40.24	pyhmmer
1217799.SAMN03068710	1932	17.49	pyhmmer
1217970.SAMN05444002	4020	36.89	pyhmmer
1218074.SAMD00000367	5815	57.62	pyhmmer
1218075.SAMD00000368	7608	77.25	pyhmmer
1218076.SAMD00000356	7224	70.04	pyhmmer
1218078.SAMD00017340	5795	57.25	pyhmmer
1218086.SAMD00019865	4244	44.03	pyhmmer
1218092.SAMD00045731	2586	27.99	pyhmmer
1218108.SAMN02440982	3547	36.23	pyhmmer
1218113.SAMD00046734	4352	41.45	pyhmmer
1218173.SAMN02470564	3745	39.01	pyhmmer
121821.SAMN05717330	3342	30.2	pyhmmer
1218352.SAMN02470828	4464	44.72	pyhmmer
1218492.SAMN03275731	1506	19.91	pyhmmer
1218493.SAMN03271965	1865	20.84	pyhmmer
1218495.SAMN03275710	1270	15.66	pyhmmer
1218506.SAMN03275734	1878	22.26	pyhmmer
1218507.SAMN03275746	1783	19.14	pyhmmer
1218508.SAMN03271966	1572	17.76	pyhmmer
1218591.SAMN02436568	4205	38.7	pyhmmer
1218598.SAMN02436408	3927	35.03	pyhmmer
1218599.SAMN02436569	3912	40.06	pyhmmer
1219011.SAMD00046763	4183	42.29	pyhmmer
1219020.SAMD00046775	4766	39.68	pyhmmer
1219023.SAMD00046764	4275	36.84	pyhmmer
1219029.SAMD00046770	5837	55.07	pyhmmer
1219030.SAMD00046765	5877	53.42	pyhmmer
1219032.SAMD00018640	4121	38.6	pyhmmer
1219033.SAMD00046709	4095	38.31	pyhmmer
1219036.SAMD00046760	3586	40.13	pyhmmer
1219040.SAMD00046753	4385	48.28	pyhmmer
1219041.SAMD00046751	4644	41.68	pyhmmer
1219043.SAMD00018692	3152	26.16	pyhmmer
1219048.SAMD00046754	4775	41.82	pyhmmer
1219051.SAMD00046727	4324	38.03	pyhmmer
1219052.SAMD00046752	4203	35.78	pyhmmer
1219053.SAMD00046712	6018	56.06	pyhmmer
1219055.SAMD00046719	3420	28.18	pyhmmer
1219058.SAMN04046241	3692	32.18	pyhmmer
1219065.SAMD00041816	4350	44.86	pyhmmer
1219077.SAMD00041797	4158	45.32	pyhmmer
1219080.SAMD00041795	3211	34.64	pyhmmer
1219356.SAMD00046735	4501	54.21	pyhmmer
1219360.SAMD00046721	4536	58.03	pyhmmer
1219361.SAMD00046497	4947	61.75	pyhmmer
1219375.SAMN02469933	4666	57.8	pyhmmer
1219383.SAMN05421733	2502	32.81	pyhmmer
1219585.SAMN02850927	1003	14.38	pyhmmer
1219.SAMEA3368574	1562	16.34	pyhmmer
1219.SAMEA3368575	1417	14.31	pyhmmer
1219.SAMEA3368576	1650	17.24	pyhmmer
1219.SAMEA3368577	1666	16.91	pyhmmer
1220495.SAMN05216288	4434	49.73	pyhmmer
1220534.SAMN01813472	2411	29.44	pyhmmer
1220535.SAMN02469922	1890	18.53	pyhmmer
1220551.SAMN02739851	2237	25.73	pyhmmer
1220554.SAMD00046498	8332	83.17	pyhmmer
1220559.SAMD00046515	8445	79.79	pyhmmer
1220563.SAMD00046499	7217	68.01	pyhmmer
1220564.SAMD00046507	8091	75.14	pyhmmer
1220567.SAMD00046516	5816	53.91	pyhmmer
1220571.SAMD00045739	3280	29.8	pyhmmer
1220572.SAMD00045735	2750	24.13	pyhmmer
1220573.SAMD00046314	3541	32.41	pyhmmer
1220578.SAMD00018683	4759	49.68	pyhmmer
1220580.SAMD00046501	3717	34.68	pyhmmer
1220583.SAMD00041806	4613	42.92	pyhmmer
1220584.SAMD00046479	3611	33.14	pyhmmer
1220586.SAMD00046315	3083	30.31	pyhmmer
1220589.SAMN02953199	4109	39.33	pyhmmer
1221450.SAMN05934486	5468	53.7	pyhmmer
1221500.SAMN03651894	4145	40.15	pyhmmer
1221500.SAMN04419313	4056	38.91	pyhmmer
1221522.SAMN01112396	6150	61.01	pyhmmer
1221525.PRJEB364	1967	16.62	pyhmmer
122202.SAMN03653484	4282	43.23	pyhmmer
1223410.SAMN02988278	2939	30.04	pyhmmer
1223489.SAMD00040660	6697	63.07	pyhmmer
1223494.SAMD00045733	2398	27.88	pyhmmer
1223502.SAMD00045741	3468	38.15	pyhmmer
1223505.SAMD00046494	3721	41.36	pyhmmer
1223515.SAMN03283197	2545	28.5	pyhmmer
1223517.SAMD00046471	2810	32.4	pyhmmer
1223520.SAMD00046741	2255	21.46	pyhmmer
1223521.SAMD00018641	3176	32.72	pyhmmer
1223523.SAMN02470112	6422	64.58	pyhmmer
1223525.SAMD00046520	3357	33.64	pyhmmer
1223536.SAMD00046514	3875	36.77	pyhmmer
1223541.SAMD00047212	4216	38.98	pyhmmer
1223543.SAMD00041809	4191	38.79	pyhmmer
1223545.SAMD00041810	4907	48.19	pyhmmer
1223546.SAMD00040652	6053	52.17	pyhmmer
1223547.SAMN02645364	6914	61.25	pyhmmer
1223548.SAMD00040659	6763	63.09	pyhmmer
122355.SAMN04490201	4710	44.73	pyhmmer
1223566.SAMN02469422	6907	64.33	pyhmmer
1223570.SAMN02470097	4248	41.85	pyhmmer
1223802.SAMD00061036	3587	32.84	pyhmmer
1224136.SAMN02470049	4217	41.03	pyhmmer
1224162.SAMN02800399	2420	21.9	pyhmmer
1224163.SAMN02603057	2545	24.19	pyhmmer
1224164.SAMN03081455	2577	24.25	pyhmmer
1224749.SAMN03021535	3286	31.0	pyhmmer
1224947.SAMN05216480	3725	37.85	pyhmmer
1225127.SAMN05661030	4159	36.92	pyhmmer
1225179.SAMN02603022	1203	12.11	pyhmmer
